"ID","name","Binom_Genome_Fraction","Binom_Expected","Binom_Observed_Region_Hits","Binom_Fold_Enrichment","Binom_Region_Set_Coverage","Binom_Raw_PValue","Binom_Adjp_BH","Hyper_Total_Genes","Hyper_Expected","Hyper_Observed_Gene_Hits","Hyper_Fold_Enrichment","Hyper_Gene_Set_Coverage","Hyper_Term_Gene_Coverage","Hyper_Raw_PValue","Hyper_Adjp_BH"
"GO:0005607","laminin-2 complex",0.0002203611,0.007492277,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005608","laminin-3 complex",0.0002680851,0.009114892,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005610","laminin-5 complex",0.0002466994,0.008387778,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005614","interstitial matrix",0.002043188,0.06946838,0,0,0,1,1,13,0.03994825,0,0,0,0,1,1
"GO:0005618","cell wall",6.625196e-06,0.0002252567,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005635","nuclear envelope",0.03949403,1.342797,0,0,0,1,1,436,1.339803,0,0,0,0,1,1
"GO:0005637","nuclear inner membrane",0.004366134,0.1484486,0,0,0,1,1,55,0.1690118,0,0,0,0,1,1
"GO:0005638","lamin filament",0.0002059902,0.007003668,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005639","integral component of nuclear inner membrane",0.0007067627,0.02402993,0,0,0,1,1,16,0.04916707,0,0,0,0,1,1
"GO:0005640","nuclear outer membrane",0.002303823,0.07832997,0,0,0,1,1,24,0.07375061,0,0,0,0,1,1
"GO:0005641","nuclear envelope lumen",0.001574093,0.05351918,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0005642","annulate lamellae",0.0003258222,0.01107795,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0005643","nuclear pore",0.005431386,0.1846671,0,0,0,1,1,75,0.2304706,0,0,0,0,1,1
"GO:0005652","nuclear lamina",0.001156395,0.03931744,0,0,0,1,1,9,0.02765648,0,0,0,0,1,1
"GO:0005655","nucleolar ribonuclease P complex",0.000444102,0.01509947,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0005656","nuclear pre-replicative complex",5.86192e-05,0.001993053,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005657","replication fork",0.007434173,0.2527619,0,0,0,1,1,68,0.2089601,0,0,0,0,1,1
"GO:0005658","alpha DNA polymerase:primase complex",0.0007529784,0.02560126,0,0,0,1,1,6,0.01843765,0,0,0,0,1,1
"GO:0005662","DNA replication factor A complex",0.001679835,0.05711438,0,0,0,1,1,15,0.04609413,0,0,0,0,1,1
"GO:0005663","DNA replication factor C complex",0.0006894202,0.02344029,0,0,0,1,1,6,0.01843765,0,0,0,0,1,1
"GO:0005664","nuclear origin of replication recognition complex",0.0003409053,0.01159078,0,0,0,1,1,9,0.02765648,0,0,0,0,1,1
"GO:0005666","DNA-directed RNA polymerase III complex",0.0005559867,0.01890355,0,0,0,1,1,18,0.05531295,0,0,0,0,1,1
"GO:0005668","RNA polymerase transcription factor SL1 complex",0.0001220969,0.004151296,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005669","transcription factor TFIID complex",0.002300517,0.07821758,0,0,0,1,1,35,0.107553,0,0,0,0,1,1
"GO:0005671","Ada2/Gcn5/Ada3 transcription activator complex",0.001386052,0.04712578,0,0,0,1,1,15,0.04609413,0,0,0,0,1,1
"GO:0005672","transcription factor TFIIA complex",0.0003665533,0.01246281,0,0,0,1,1,6,0.01843765,0,0,0,0,1,1
"GO:0005673","transcription factor TFIIE complex",3.051952e-05,0.001037664,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005674","transcription factor TFIIF complex",8.684784e-05,0.002952827,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005675","holo TFIIH complex",0.001044386,0.03550911,0,0,0,1,1,12,0.0368753,0,0,0,0,1,1
"GO:0005677","chromatin silencing complex",0.0003040174,0.01033659,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0005680","anaphase-promoting complex",0.0009029324,0.0306997,0,0,0,1,1,21,0.06453178,0,0,0,0,1,1
"GO:0005681","spliceosomal complex",0.01224705,0.4163996,0,0,0,1,1,183,0.5623484,0,0,0,0,1,1
"GO:0005682","U5 snRNP",0.0009974536,0.03391342,0,0,0,1,1,21,0.06453178,0,0,0,0,1,1
"GO:0005683","U7 snRNP",0.0002834215,0.009636332,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0005684","U2-type spliceosomal complex",0.002546199,0.08657075,0,0,0,1,1,34,0.10448,0,0,0,0,1,1
"GO:0005685","U1 snRNP",0.00110585,0.03759891,0,0,0,1,1,19,0.0583859,0,0,0,0,1,1
"GO:0005686","U2 snRNP",0.0008370342,0.02845916,0,0,0,1,1,19,0.0583859,0,0,0,0,1,1
"GO:0005687","U4 snRNP",0.0003644913,0.01239271,0,0,0,1,1,10,0.03072942,0,0,0,0,1,1
"GO:0005688","U6 snRNP",0.0004588608,0.01560127,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0005689","U12-type spliceosomal complex",0.001234082,0.04195878,0,0,0,1,1,26,0.07989649,0,0,0,0,1,1
"GO:0005690","U4atac snRNP",3.749979e-06,0.0001274993,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005691","U6atac snRNP",1.754557e-05,0.0005965494,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005697","telomerase holoenzyme complex",0.001005053,0.03417182,0,0,0,1,1,22,0.06760472,0,0,0,0,1,1
"GO:0005712","chiasma",8.603214e-05,0.002925093,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005713","recombination nodule",0.0001157706,0.003936199,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005715","late recombination nodule",6.536392e-05,0.002222373,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005719","nuclear euchromatin",0.002904293,0.09874595,0,0,0,1,1,25,0.07682355,0,0,0,0,1,1
"GO:0005720","nuclear heterochromatin",0.002798154,0.09513724,0,0,0,1,1,34,0.10448,0,0,0,0,1,1
"GO:0005721","pericentric heterochromatin",0.001669369,0.05675856,0,0,0,1,1,19,0.0583859,0,0,0,0,1,1
"GO:0005724","nuclear telomeric heterochromatin",2.442799e-05,0.0008305516,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005726","perichromatin fibrils",0.0005375915,0.01827811,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005731","nucleolus organizer region",3.602496e-06,0.0001224849,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005732","small nucleolar ribonucleoprotein complex",0.00122624,0.04169216,0,0,0,1,1,22,0.06760472,0,0,0,0,1,1
"GO:0005736","DNA-directed RNA polymerase I complex",0.0006529556,0.02220049,0,0,0,1,1,14,0.04302119,0,0,0,0,1,1
"GO:0005741","mitochondrial outer membrane",0.01372349,0.4665988,0,0,0,1,1,176,0.5408378,0,0,0,0,1,1
"GO:0005742","mitochondrial outer membrane translocase complex",0.0005102939,0.01734999,0,0,0,1,1,11,0.03380236,0,0,0,0,1,1
"GO:0005744","mitochondrial inner membrane presequence translocase complex",0.0003885499,0.0132107,0,0,0,1,1,11,0.03380236,0,0,0,0,1,1
"GO:0005745","m-AAA complex",5.381587e-05,0.00182974,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005746","mitochondrial respiratory chain",0.00572304,0.1945834,0,0,0,1,1,91,0.2796377,0,0,0,0,1,1
"GO:0005747","mitochondrial respiratory chain complex I",0.002990707,0.101684,0,0,0,1,1,51,0.15672,0,0,0,0,1,1
"GO:0005749","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)",0.0001893208,0.006436908,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0005750","mitochondrial respiratory chain complex III",0.0007084724,0.02408806,0,0,0,1,1,13,0.03994825,0,0,0,0,1,1
"GO:0005751","mitochondrial respiratory chain complex IV",0.002010478,0.06835625,0,0,0,1,1,17,0.05224001,0,0,0,0,1,1
"GO:0005753","mitochondrial proton-transporting ATP synthase complex",0.0009640627,0.03277813,0,0,0,1,1,23,0.07067766,0,0,0,0,1,1
"GO:0005754","mitochondrial proton-transporting ATP synthase, catalytic core",1.604872e-05,0.0005456566,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005757","mitochondrial permeability transition pore complex",0.0002083923,0.007085337,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005758","mitochondrial intermembrane space",0.004050314,0.1377107,0,0,0,1,1,79,0.2427624,0,0,0,0,1,1
"GO:0005760","gamma DNA polymerase complex",0.0001275384,0.004336307,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005761","mitochondrial ribosome",0.003345167,0.1137357,0,0,0,1,1,87,0.2673459,0,0,0,0,1,1
"GO:0005762","mitochondrial large ribosomal subunit",0.00198201,0.06738834,0,0,0,1,1,53,0.1628659,0,0,0,0,1,1
"GO:0005763","mitochondrial small ribosomal subunit",0.001183768,0.04024812,0,0,0,1,1,28,0.08604237,0,0,0,0,1,1
"GO:0005767","secondary lysosome",0.00132547,0.04506599,0,0,0,1,1,14,0.04302119,0,0,0,0,1,1
"GO:0005768","endosome",0.07923265,2.69391,0,0,0,1,1,856,2.630438,0,0,0,0,1,1
"GO:0005769","early endosome",0.03429899,1.166166,0,0,0,1,1,326,1.001779,0,0,0,0,1,1
"GO:0005770","late endosome",0.01758134,0.5977657,0,0,0,1,1,229,0.7037037,0,0,0,0,1,1
"GO:0005771","multivesicular body",0.002870073,0.09758248,0,0,0,1,1,38,0.1167718,0,0,0,0,1,1
"GO:0005776","autophagosome",0.007623702,0.2592059,0,0,0,1,1,86,0.264273,0,0,0,0,1,1
"GO:0005778","peroxisomal membrane",0.004438364,0.1509044,0,0,0,1,1,58,0.1782306,0,0,0,0,1,1
"GO:0005779","integral component of peroxisomal membrane",0.001492692,0.05075153,0,0,0,1,1,17,0.05224001,0,0,0,0,1,1
"GO:0005782","peroxisomal matrix",0.004001875,0.1360637,0,0,0,1,1,43,0.1321365,0,0,0,0,1,1
"GO:0005784","Sec61 translocon complex",0.000275051,0.009351735,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0005785","signal recognition particle receptor complex",0.0002762382,0.009392099,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0005786","signal recognition particle, endoplasmic reticulum targeting",0.0002987671,0.01015808,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0005787","signal peptidase complex",0.0003627142,0.01233228,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0005791","rough endoplasmic reticulum",0.007445222,0.2531376,0,0,0,1,1,72,0.2212518,0,0,0,0,1,1
"GO:0005795","Golgi stack",0.01282125,0.4359224,0,0,0,1,1,128,0.3933366,0,0,0,0,1,1
"GO:0005797","Golgi medial cisterna",0.0007457594,0.02535582,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0005798","Golgi-associated vesicle",0.005490393,0.1866734,0,0,0,1,1,82,0.2519812,0,0,0,0,1,1
"GO:0005801","cis-Golgi network",0.004670703,0.1588039,0,0,0,1,1,43,0.1321365,0,0,0,0,1,1
"GO:0005802","trans-Golgi network",0.0176593,0.6004163,0,0,0,1,1,195,0.5992237,0,0,0,0,1,1
"GO:0005811","lipid particle",0.00461303,0.156843,0,0,0,1,1,71,0.2181789,0,0,0,0,1,1
"GO:0005819","spindle",0.02662884,0.9053806,0,0,0,1,1,319,0.9802685,0,0,0,0,1,1
"GO:0005826","actomyosin contractile ring",0.0003555295,0.012088,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005827","polar microtubule",0.0003772465,0.01282638,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0005828","kinetochore microtubule",0.0008800939,0.02992319,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0005832","chaperonin-containing T-complex",0.0005940659,0.02019824,0,0,0,1,1,11,0.03380236,0,0,0,0,1,1
"GO:0005833","hemoglobin complex",0.0001679526,0.005710388,0,0,0,1,1,12,0.0368753,0,0,0,0,1,1
"GO:0005834","heterotrimeric G-protein complex",0.003553916,0.1208331,0,0,0,1,1,36,0.1106259,0,0,0,0,1,1
"GO:0005838","proteasome regulatory particle",0.001105409,0.03758392,0,0,0,1,1,21,0.06453178,0,0,0,0,1,1
"GO:0005839","proteasome core complex",0.0007921361,0.02693263,0,0,0,1,1,23,0.07067766,0,0,0,0,1,1
"GO:0005840","ribosome",0.01283506,0.4363921,0,0,0,1,1,239,0.7344331,0,0,0,0,1,1
"GO:0005844","polysome",0.00392644,0.133499,0,0,0,1,1,50,0.1536471,0,0,0,0,1,1
"GO:0005845","mRNA cap binding complex",0.001226084,0.04168686,0,0,0,1,1,14,0.04302119,0,0,0,0,1,1
"GO:0005846","nuclear cap binding complex",7.508905e-05,0.002553028,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005847","mRNA cleavage and polyadenylation specificity factor complex",0.0009055113,0.03078738,0,0,0,1,1,14,0.04302119,0,0,0,0,1,1
"GO:0005849","mRNA cleavage factor complex",0.001147524,0.03901582,0,0,0,1,1,19,0.0583859,0,0,0,0,1,1
"GO:0005850","eukaryotic translation initiation factor 2 complex",0.0002150195,0.007310665,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005851","eukaryotic translation initiation factor 2B complex",0.0001628333,0.005536333,0,0,0,1,1,6,0.01843765,0,0,0,0,1,1
"GO:0005852","eukaryotic translation initiation factor 3 complex",0.00129078,0.04388653,0,0,0,1,1,17,0.05224001,0,0,0,0,1,1
"GO:0005853","eukaryotic translation elongation factor 1 complex",0.0001083912,0.0036853,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005854","nascent polypeptide-associated complex",0.0001893907,0.006439285,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005858","axonemal dynein complex",0.001879559,0.06390501,0,0,0,1,1,17,0.05224001,0,0,0,0,1,1
"GO:0005859","muscle myosin complex",0.001777494,0.0604348,0,0,0,1,1,27,0.08296943,0,0,0,0,1,1
"GO:0005861","troponin complex",0.0001224702,0.004163987,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0005862","muscle thin filament tropomyosin",0.0002826471,0.009610001,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005863","striated muscle myosin thick filament",0.0004685772,0.01593162,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005865","striated muscle thin filament",0.001054597,0.03585629,0,0,0,1,1,21,0.06453178,0,0,0,0,1,1
"GO:0005868","cytoplasmic dynein complex",0.002452059,0.08336999,0,0,0,1,1,22,0.06760472,0,0,0,0,1,1
"GO:0005869","dynactin complex",0.000215015,0.00731051,0,0,0,1,1,9,0.02765648,0,0,0,0,1,1
"GO:0005871","kinesin complex",0.006047975,0.2056311,0,0,0,1,1,55,0.1690118,0,0,0,0,1,1
"GO:0005873","plus-end kinesin complex",0.0001572597,0.005346831,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005874","microtubule",0.03921783,1.333406,0,0,0,1,1,396,1.216885,0,0,0,0,1,1
"GO:0005875","microtubule associated complex",0.01382534,0.4700615,0,0,0,1,1,149,0.4578683,0,0,0,0,1,1
"GO:0005876","spindle microtubule",0.004215035,0.1433112,0,0,0,1,1,53,0.1628659,0,0,0,0,1,1
"GO:0005879","axonemal microtubule",0.0009893403,0.03363757,0,0,0,1,1,6,0.01843765,0,0,0,0,1,1
"GO:0005881","cytoplasmic microtubule",0.004021727,0.1367387,0,0,0,1,1,50,0.1536471,0,0,0,0,1,1
"GO:0005882","intermediate filament",0.005941586,0.2020139,0,0,0,1,1,196,0.6022966,0,0,0,0,1,1
"GO:0005883","neurofilament",0.001617134,0.05498257,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0005884","actin filament",0.009001718,0.3060584,0,0,0,1,1,87,0.2673459,0,0,0,0,1,1
"GO:0005885","Arp2/3 protein complex",0.001205246,0.04097837,0,0,0,1,1,12,0.0368753,0,0,0,0,1,1
"GO:0005889","hydrogen:potassium-exchanging ATPase complex",0.0001099803,0.00373933,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005890","sodium:potassium-exchanging ATPase complex",0.0006971676,0.0237037,0,0,0,1,1,11,0.03380236,0,0,0,0,1,1
"GO:0005892","acetylcholine-gated channel complex",0.001497568,0.0509173,0,0,0,1,1,17,0.05224001,0,0,0,0,1,1
"GO:0005895","interleukin-5 receptor complex",5.357543e-05,0.001821564,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005896","interleukin-6 receptor complex",0.0005045144,0.01715349,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005898","interleukin-13 receptor complex",0.0001124927,0.003824753,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005899","insulin receptor complex",0.0005868749,0.01995375,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005900","oncostatin-M receptor complex",0.0005001385,0.01700471,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005901","caveola",0.009869374,0.3355587,0,0,0,1,1,76,0.2335436,0,0,0,0,1,1
"GO:0005902","microvillus",0.008012572,0.2724274,0,0,0,1,1,80,0.2458354,0,0,0,0,1,1
"GO:0005903","brush border",0.008806109,0.2994077,0,0,0,1,1,96,0.2950024,0,0,0,0,1,1
"GO:0005905","clathrin-coated pit",0.006681316,0.2271647,0,0,0,1,1,70,0.2151059,0,0,0,0,1,1
"GO:0005913","cell-cell adherens junction",0.01276684,0.4340727,0,0,0,1,1,87,0.2673459,0,0,0,0,1,1
"GO:0005914","spot adherens junction",8.265611e-05,0.002810308,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005915","zonula adherens",0.0006010434,0.02043548,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0005916","fascia adherens",0.002233935,0.0759538,0,0,0,1,1,10,0.03072942,0,0,0,0,1,1
"GO:0005923","bicellular tight junction",0.01552625,0.5278925,0,0,0,1,1,120,0.368753,0,0,0,0,1,1
"GO:0005927","muscle tendon junction",0.000123583,0.004201821,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005930","axoneme",0.01067068,0.3628032,0,0,0,1,1,109,0.3349507,0,0,0,0,1,1
"GO:0005940","septin ring",6.282351e-05,0.002135999,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005942","phosphatidylinositol 3-kinase complex",0.002896247,0.09847239,0,0,0,1,1,19,0.0583859,0,0,0,0,1,1
"GO:0005943","phosphatidylinositol 3-kinase complex, class IA",0.0007151385,0.02431471,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005944","phosphatidylinositol 3-kinase complex, class IB",0.0002047433,0.006961271,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005945","6-phosphofructokinase complex",3.74603e-05,0.00127365,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005947","mitochondrial alpha-ketoglutarate dehydrogenase complex",0.0004374891,0.01487463,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0005952","cAMP-dependent protein kinase complex",0.0005544881,0.01885259,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0005953","CAAX-protein geranylgeranyltransferase complex",0.00010396,0.003534642,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005954","calcium- and calmodulin-dependent protein kinase complex",0.0003727675,0.0126741,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005955","calcineurin complex",0.0007157837,0.02433664,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005956","protein kinase CK2 complex",5.166968e-05,0.001756769,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005958","DNA-dependent protein kinase-DNA ligase 4 complex",0.0007097334,0.02413093,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005960","glycine cleavage complex",0.0001710857,0.005816915,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0005964","phosphorylase kinase complex",0.0004928745,0.01675773,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0005965","protein farnesyltransferase complex",0.0001200231,0.004080785,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005967","mitochondrial pyruvate dehydrogenase complex",0.0001835634,0.006241156,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0005968","Rab-protein geranylgeranyltransferase complex",0.0003353062,0.01140041,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0005969","serine-pyruvate aminotransferase complex",0.0002220449,0.007549527,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0005971","ribonucleoside-diphosphate reductase complex",0.0001730726,0.005884467,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0008021","synaptic vesicle",0.01550956,0.5273251,0,0,0,1,1,150,0.4609413,0,0,0,0,1,1
"GO:0008023","transcription elongation factor complex",0.003992683,0.1357512,0,0,0,1,1,57,0.1751577,0,0,0,0,1,1
"GO:0008024","cyclin/CDK positive transcription elongation factor complex",0.0004408197,0.01498787,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0008043","intracellular ferritin complex",6.993973e-05,0.002377951,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0008074","guanylate cyclase complex, soluble",0.002669726,0.09077067,0,0,0,1,1,17,0.05224001,0,0,0,0,1,1
"GO:0008076","voltage-gated potassium channel complex",0.01610787,0.5476676,0,0,0,1,1,96,0.2950024,0,0,0,0,1,1
"GO:0008091","spectrin",0.000530131,0.01802446,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0008180","COP9 signalosome",0.002669011,0.09074638,0,0,0,1,1,34,0.10448,0,0,0,0,1,1
"GO:0008250","oligosaccharyltransferase complex",0.001335491,0.04540671,0,0,0,1,1,12,0.0368753,0,0,0,0,1,1
"GO:0008274","gamma-tubulin ring complex",0.0009153423,0.03112164,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0008275","gamma-tubulin small complex",0.0002307069,0.007844035,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0008278","cohesin complex",0.0007219954,0.02454784,0,0,0,1,1,12,0.0368753,0,0,0,0,1,1
"GO:0008282","ATP-sensitive potassium channel complex",0.0001985168,0.006749573,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0008287","protein serine/threonine phosphatase complex",0.004759353,0.161818,0,0,0,1,1,47,0.1444283,0,0,0,0,1,1
"GO:0008290","F-actin capping protein complex",0.0009005203,0.03061769,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0008305","integrin complex",0.002957091,0.1005411,0,0,0,1,1,32,0.09833414,0,0,0,0,1,1
"GO:0008328","ionotropic glutamate receptor complex",0.009644153,0.3279012,0,0,0,1,1,46,0.1413553,0,0,0,0,1,1
"GO:0008352","katanin complex",3.697172e-05,0.001257038,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0008385","IkappaB kinase complex",0.0009305442,0.0316385,0,0,0,1,1,11,0.03380236,0,0,0,0,1,1
"GO:0008537","proteasome activator complex",9.266608e-06,0.0003150647,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0008540","proteasome regulatory particle, base subcomplex",0.0003371696,0.01146377,0,0,0,1,1,12,0.0368753,0,0,0,0,1,1
"GO:0008541","proteasome regulatory particle, lid subcomplex",0.000267897,0.0091085,0,0,0,1,1,7,0.02151059,0,0,0,0,1,1
"GO:0008622","epsilon DNA polymerase complex",0.0002340553,0.007957881,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0008623","CHRAC",0.000149988,0.005099592,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0009328","phenylalanine-tRNA ligase complex",9.227256e-05,0.003137267,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0009330","DNA topoisomerase complex (ATP-hydrolyzing)",0.0001774132,0.006032047,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0009331","glycerol-3-phosphate dehydrogenase complex",0.0004135336,0.01406014,0,0,0,1,1,3,0.009218826,0,0,0,0,1,1
"GO:0009346","citrate lyase complex",3.04311e-05,0.001034657,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0009353","mitochondrial oxoglutarate dehydrogenase complex",1.374352e-05,0.0004672796,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0009360","DNA polymerase III complex",4.312686e-05,0.001466313,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0009368","endopeptidase Clp complex",3.510756e-05,0.001193657,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0009841","mitochondrial endopeptidase Clp complex",2.504133e-05,0.0008514054,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0009897","external side of plasma membrane",0.025365,0.8624099,0,0,0,1,1,227,0.6975578,0,0,0,0,1,1
"GO:0009925","basal plasma membrane",0.002564628,0.08719735,0,0,0,1,1,30,0.09218826,0,0,0,0,1,1
"GO:0010008","endosome membrane",0.03915907,1.331408,0,0,0,1,1,434,1.333657,0,0,0,0,1,1
"GO:0010009","cytoplasmic side of endosome membrane",0.0002180775,0.007414636,0,0,0,1,1,5,0.01536471,0,0,0,0,1,1
"GO:0010369","chromocenter",0.00148472,0.05048046,0,0,0,1,1,14,0.04302119,0,0,0,0,1,1
"GO:0010370","perinucleolar chromocenter",4.919707e-05,0.0016727,0,0,0,1,1,2,0.006145884,0,0,0,0,1,1
"GO:0010494","cytoplasmic stress granule",0.003099189,0.1053724,0,0,0,1,1,43,0.1321365,0,0,0,0,1,1
"GO:0012507","ER to Golgi transport vesicle membrane",0.003647398,0.1240115,0,0,0,1,1,53,0.1628659,0,0,0,0,1,1
"GO:0012510","trans-Golgi network transport vesicle membrane",0.0009161846,0.03115028,0,0,0,1,1,14,0.04302119,0,0,0,0,1,1
"GO:0014701","junctional sarcoplasmic reticulum membrane",0.001373277,0.04669142,0,0,0,1,1,9,0.02765648,0,0,0,0,1,1
"GO:0014704","intercalated disc",0.007534898,0.2561865,0,0,0,1,1,50,0.1536471,0,0,0,0,1,1
"GO:0014705","C zone",3.729639e-05,0.001268077,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0014731","spectrin-associated cytoskeleton",0.0008643335,0.02938734,0,0,0,1,1,8,0.02458354,0,0,0,0,1,1
"GO:0014801","longitudinal sarcoplasmic reticulum",6.081537e-05,0.002067722,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0014802","terminal cisterna",0.0001390187,0.004726635,0,0,0,1,1,4,0.01229177,0,0,0,0,1,1
"GO:0014804","terminal cisterna lumen",1.669387e-05,0.0005675917,0,0,0,1,1,1,0.003072942,0,0,0,0,1,1
"GO:0015030","Cajal body",0.00372415,0.1266211,0,0,0,1,1,55,0.1690118,0,0,0,0,1,1
"GO:0015934","large ribosomal subunit",0.005336989,0.1814576,0,0,0,1,1,117,0.3595342,0,0,0,0,1,1
"GO:0015935","small ribosomal subunit",0.003762667,0.1279307,0,0,0,1,1,73,0.2243248,0,0,0,0,1,1
"GO:0016010","dystrophin-associated glycoprotein complex",0.004943525,0.1680799,0,0,0,1,1,21,0.06453178,0,0,0,0,1,1
